Kods,Nosaukums,Spēkā no,Spēkā līdz,Veiktās izmaiņas,Kods pirms izmaiņām,Kods pēc izmaiņām,Līmenis,Saistītās klasif.
0054620,Valmieras pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054630,Vecates pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054640,Vilpulkas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0054650,Zilākalna pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056000,Ventspils novads,01.07.2021,,,,,1,"NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056200,Piltene,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056400,Ances pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056410,Jūrkalnes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056420,Piltenes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056430,Popes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056440,Puzes pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056450,Tārgales pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056460,Ugāles pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056470,Usmas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056480,Užavas pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056490,Vārves pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056500,Ziru pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
0056510,Zlēku pagasts,01.07.2021,,,,,2,"ATVK2017 Vecā versija <-> Jaunā versija, NUTS2021 Nacionālā <-> Starptautiskā, NUTS2024 Nacionālā <-> Starptautiskā"
